#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321B0E67A
#Date Time: 2024-11-17 04:07:39.300
#Start: 0.1 Hz
#Stop: 10 Hz
#Steps: 101
#Wavegen: Wavegen C1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.44249 V
#Offset: -0.000290679 V
#Relative: no
#Channel: Channel 2
#Range: 5.48901 V
#Offset: 0.00015677 V
#Relative: no
#Wavegen Channel 2: Disabled
#Mode: Simple
#Type: Sine
#Frequency: 5 Hz
#Period: 200 ms
#Amplitude: 50 mV
#Offset: 0 V
#Symmetry: 50 %
#Phase: 0 °
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
2.884031503126606,39.18417734497741,0.009458572606140638,38.1980549759521
3.019951720402016,38.9517553582651,0.01431994592517662,39.79162714883267
3.16227766016838,38.71238780096397,0.01606727848297045,41.6292863908476
3.311311214825911,38.46797248306243,0.03463365285651486,43.28220827855864
3.467368504525317,38.20765251095267,-0.005006719317686417,45.01435999065552
3.630780547701014,37.94963096080253,0.02172789822016088,46.72672392294383
3.801893963205613,37.67598691476255,0.03431501588217523,48.29162182011929
3.981071705534973,37.39611176507744,0.02707646228985666,49.93993241304023
4.168693834703356,37.10977540285172,0.01397456415443421,51.43764922116795
4.365158322401658,36.81795400479531,0.02400176177784914,52.86504438407181
4.57088189614875,36.51881413862307,0.02404708324625062,54.33139430235533
4.786300923226382,36.21712923744484,0.02201531595113429,55.76371547044854
5.011872336272722,35.89270031398604,0.02261359230297593,57.05650458417703
5.248074602497725,35.59217564009485,0.01807636011813883,58.46415724424708
5.495408738576245,35.26552748491147,0.008317288908365406,59.65357299337495
5.754399373371569,34.93734386175418,0.01384504754634741,60.87679097953855
6.025595860743578,34.6089120679874,0.01555645819273456,61.994724207464
6.309573444801933,34.26672881990298,0.01838480136085755,63.04779939455936
6.606934480075961,33.92579870507313,0.02324925764094527,64.00733319948728
6.918309709189367,33.59558234137797,0.02627356473381991,64.97584362834925
7.244359600749902,33.24401694351171,0.02097680406111675,65.99751313093591
7.585775750291836,32.88492316033188,0.01632276274188467,67.03124525053244
7.943282347242814,32.54453566179745,0.008306280402055806,67.97306546543086
8.317637711026709,32.18481623863545,0.02601424556469527,68.91027708424275
8.709635899560805,31.82576930218293,0.0182116917263679,69.69853261095301
9.120108393559097,31.46680367871818,0.02851049451148702,70.49511409657808
9.549925860214358,31.10529342215328,0.01280690560131412,71.36463491630849
10,30.73856127911499,0.02845715128698461,71.99975664524133
